City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Lee County,"Emphasize the role of historic preservation in supporting economic development, documented in Economics and Historic Preservation: A Guide and Review of the Literature by Randall Mason, Associate Professor of Architecture at the University of Pennsylvania",,,education and outreach,Historic Preservation
Lee County,Provide education and outreach to the public on the importance of preserving historically significant resources.,,,education and outreach,Historic Preservation
Lee County,Prioritize government funding for existing historic districts and structures,,,funding,Historic Preservation
Lee County,Vegetative planting to prevent or reduce increased erosion of historic parcels and communities,,,green infrastructure,Historic Preservation
Lee County,Discourage sprawl with historic preservation,,,land use,Historic Preservation
Lee County,Elevate historic structures.,,,physical infrastructure,Historic Preservation
Lee County,Pursue adaptive reuse/revitalization/encouragement of reinvestment in historic structures,,,physical infrastructure,Historic Preservation
Lee County,Structural hurricane hardening for potential increased wind exposure.,Severe wind,,physical infrastructure,Historic Preservation
Lee County,Consider using historic buildings for affordable housing.,,,practice and behavior,Historic Preservation
Lee County,Emphasize the uniqueness of places and the creative class as an economic driver.,,,practice and behavior,Historic Preservation
Lee County,Weatherization of historic buildings. Weatherization means making buildings more energy efficient.,,,practice and behavior;energy conservation,Historic Preservation
Lee County,"Identify climate change resiliency strategies within the comprehensive plan for culturally significant resources (including as properties, structures and communities",,,research and monitoring,Historic Preservation
Lee County,Adopt building design criteria that consider all adaptation requirements.,,,building codes and engineering design standards,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Adopt building design criteria that consider more severe hurricanes.,,,building codes and engineering design standards,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Adopt building design criteria that consider sea level rise.,,,building codes and engineering design standards,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Promote green roofs through building codes.,,,building codes and engineering design standards,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Work very closely with planning/community development to address climate change.,,,capacity building,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Subsidize retrofitting buildings for energy efficiency.,,,financing;energy,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Establish living shorelines.,,,green infrastructure,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Acquire/protect critical habitat areas. +,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Address requirements of HB 697.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Adopt an urban growth boundary or other measures to contain growth within a designated urban area. +,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Allocating land for long-term potential population migrations.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Consider transit oriented development and fight urban sprawl.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Control building with zoning and permitting. +,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Designate priority growth areas for targeting infrastructure investments and other types of,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,"Enacting land use policies (for example, overlay zones), to minimize development in coastal hazard areas (locating it away from coastal hazards and retreating or relocating public facilities and infrastructure) and low lying interior areas.",,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Establish a Transfer of Development Rights Program to move density from open space areas to be protected to areas suitable for development.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,"Establish zoning (for example, Agricultural Zoning and Conservation Design) and incentive programs (e.g., a purchase or transfer of development rights program) to protect farmland and natural systems. +",,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Incentivize development and redevelopment within the urban area,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Infill incentives.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Preserve open space and create greenways. +,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Promote increased density and a reduction in the amount of impervious surface.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Reduce density in coastal high hazard area.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Reduce/eliminate development in sensitive areas/coast.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Site facilities next to one another to reduce travel time and maximize building use.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,The County shall limit the residential density within the accommodation zone to no more that __ units per acre. The County shall develop design guidelines that promote compact development and redevelopment that maximizes the use of floodways and flood storage within the zone of accommodation.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Urban growth boundaries.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Utilize Brownfields and Greyfields for government buildings.,,,land use,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Don't allow development or engineering solutions to block migration of wetlands,,,land use;physical infrastructure,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Consider climate effects in choice of building materials.,,,physical infrastructure,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Elevate land surfaces.,,,physical infrastructure,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Remove unnecessary/inundated infrastructure.,,,physical infrastructure,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,"Consider climate change impacts in all nine of Florida’s required comprehensive plan elements, particularly those addressing Coastal Management and Capital Improvement.",,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Consider climate change in infrastructure planning.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Development of a Solar Strategy for inclusion in the comprehensive plan.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Ensure that master plans explicitly indicate which areas will retain natural shorelines.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Identifying adaptation projects in a community’s hazard mitigation plan.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Integrate carrying capacity principles into comprehensive planning.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Plan for regional relocation & displacement.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Sustainability planning. +,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Use flexible planning.,,,planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Adopt standards that take scenarios into consideration.,,,policy,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,The County shall limit the building footprint for all new residential structures within the accommodation zone to ( ) square feet and commercial structures to (____) square feet.,,,policy,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,The County shall require all new construction within the Accommodation Zone to adhere to performance standards designed to enable development to withstand permanent and/or temporary inundation due to rising sea levels….,,,policy;building codes,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Create a Main Street program to encourage reinvestment in existing downtowns.,,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Create an Employee Assisted Housing Program to encourage employees to live closer to work.,,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,"Insist on ""greening"" measures",,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Plant shade trees around local government buildings and in and around parking lots and garages.,,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Start an Urban Forest or Plant-A-Tree program.,,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Strict enforcement of existing codes. +,,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Use LID standards in building.,,,practice and behavior,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Maintain and restore parks. +,,,practice and behavior;green infrastructure,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Careful consideration of critical facilities,,,research and monitoring,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Identify conflicting policies between programs,,,research and monitoring,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Identify policies that can be implemented without funding.,,,research and monitoring,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Policy analysis regarding land use regulations. +,,,research and monitoring,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Incorporating sea-level rise scenarios in modeling of the 30-year erosion line used for the Coastal Construction Control Line and revising land suitability criteria to prevent development of vulnerable land.,,,research and monitoring;planning,"Land Use Planning and Growth Management and the Urban, Suburban and Rural Landscape"
Lee County,Establish funds for land purchase. +,,,financing,Natural Systems and Resources
Lee County,Restore mangroves.,,,green infrastructure,Natural Systems and Resources
Lee County,Restore natural inlets and accretion.,,,green infrastructure,Natural Systems and Resources
Lee County,Seagrass protection and restoration. +,,,green infrastructure,Natural Systems and Resources
Lee County,Conservation land acquisition. +,,,land use,Natural Systems and Resources
Lee County,Controls/ restrictions on growth,,,land use,Natural Systems and Resources
Lee County,Establish and use land exchange programs.,,,land use,Natural Systems and Resources
Lee County,Establish migration routes for wildlife. +,,,land use,Natural Systems and Resources
Lee County,Habitat protection/retention+,,,land use,Natural Systems and Resources
Lee County,Minimize habitat alteration,,,land use,Natural Systems and Resources
Lee County,Design estuaries with dynamic boundaries and buffers.,,,planning,Natural Systems and Resources
Lee County,Improve site planning controls. +,,,planning,Natural Systems and Resources
Lee County,Incorporate wetland protection into infrastructure planning.,,,planning,Natural Systems and Resources
Lee County,"Use of CLIP, FNAI, etc. to prioritize land purchases.",,,planning,Natural Systems and Resources
Lee County,Adopt protections of critical biogeochemical zones.,,,policy,Natural Systems and Resources
Lee County,Establish strong laws to protect habitat.,,,policy,Natural Systems and Resources
Lee County,Fertilizer regulation. +,,,policy,Natural Systems and Resources
Lee County,"Implement fishery and coastal resource management policies that incorporate the likely impacts of global warming on marine food chains, marine life, and marine ecosystems, including coral reefs.",,,policy,Natural Systems and Resources
Lee County,Prohibit new bulkheads.,,,policy,Natural Systems and Resources
Lee County,Regulate import of exotics. +,,,policy,Natural Systems and Resources
Lee County,Build fish hatcheries.,,,practice and behavior,Natural Systems and Resources
Lee County,"Developing programs that facilitate species migration (for example, planting foods and providing shelter for birds whose habitat is covered with water).",,,practice and behavior,Natural Systems and Resources
Lee County,Establish seed banks.,,,practice and behavior,Natural Systems and Resources
Lee County,Improve reef/marine management.,,,practice and behavior,Natural Systems and Resources
Lee County,Promote catch and release fishing. +,,,practice and behavior,Natural Systems and Resources
Lee County,Remove invasive species and restore native species. +,,,practice and behavior,Natural Systems and Resources
Lee County,Stop unchecked commercial fishing.,,,practice and behavior,Natural Systems and Resources
Lee County,Use more climate-resilient landscaping. +,,,practice and behavior,Natural Systems and Resources
Lee County,Collect data on and map existing conditions. +,,,research and monitoring,Natural Systems and Resources
Lee County,Monitor fish catches and adjust limits,,,research and monitoring,Natural Systems and Resources
Lee County,Develop GIS-based decision-making/visualization tools.,,,technology,Natural Systems and Resources
Lee County,"Require the purchase of energy from renewable, green sources;purchase renewable energy certificates (a shorter term action). Green energy certificates (also known as green tags or tradable renewable certificates) represent the environmental attribu",,,"energy conservation, policy","Renewable, Green Energy"
Lee County,Create financial incentives for greater use of renewable energy in new construction and in existing buildings.,,,financing,"Renewable, Green Energy"
Lee County,Launch green power programs for citizens and businesses.,,,practice and behavior,"Renewable, Green Energy"
Lee County,Generate electricity from landfill or wastewater methane or refuse. +,,,technology,"Renewable, Green Energy"
Lee County,Install solar thermal and solar photovoltaic systems (systems that use semiconductor materials to convert sunlight to electricity) in government facilities.,,,technology,"Renewable, Green Energy"
Lee County,Adopt policies to direct public investments in transportation infrastructure to projects which result in energy savings.,,,energy,Transportation
Lee County,Adopt and implement land use policies which facilitate mixed-use infill development.,,,land use,Transportation
Lee County,Identify target areas for development which contribute to jobs-housing balance.,,,land use,Transportation
Lee County,Adopt Comprehensive Plan and Long Range Transportation Plan policies to limit investment in public infrastructure which will be subject to extraordinary future maintenance costs.,,,policy,Transportation
Lee County,Restrict idling at local government buildings. +,,,policy,Transportation
Lee County,Restrict idling at public facilities.,,,policy,Transportation
Lee County,Encourage the use of teleconferencing.,,,practice and behavior,Transportation
Lee County,Implement use of life cycle cost analyses in transportation planning and decision-making processes.,,,practice and behavior,Transportation
Lee County,Improve vehicle performance through enhanced maintenance. +,,,practice and behavior,Transportation
Lee County,Open local government alternative fueling stations to the public.,,,practice and behavior,Transportation
Lee County,"Improve traffic light synchronization and, although not related to mobility, install energy- efficient traffic lights (for example, advanced light-emitting diode [LED] technology that can reduce power consumption by 90 percent and last ten times longer than incandescent lighting). +",,,"technology, energy",Transportation
Lee County,"Donate used equipment, along with magazines and publications, to schools or other organizations.",,,practice and behavior,Waste Management
Lee County,"For waste that must be land-filled, capture the resulting methane and utilize it as a clean, renewable source of energy. +",,,technology,Waste Management
Lee County,Conservation education,,,education and outreach,Water and Wastewater
Lee County,Improve plant efficiency through the installation of more energy efficient motors and variable frequency drives on water pumps.,,,energy,Water and Wastewater
Lee County,Charge more for certain uses.,,,financing,Water and Wastewater
Lee County,Charge more for treated water similar to Sarasota.,,,financing,Water and Wastewater
Lee County,Re-price water on a sliding scale.,,,financing;water conservation,Water and Wastewater
Lee County,Increase tree cover to reduce evaporation from ground.,,,green infrastructure,Water and Wastewater
Lee County,Restore natural accretion processes.,,,green infrastructure,Water and Wastewater
Lee County,Acquire land for flood/water supply,,,land use,Water and Wastewater
Lee County,Acquire land for recharge. +,,,land use,Water and Wastewater
Lee County,Control sprawl.,,,land use,Water and Wastewater
Lee County,Limit development.,,,land use,Water and Wastewater
Lee County,Minimize impervious surfaces to increase recharge,,,land use,Water and Wastewater
Lee County,Reduce runoff into streams.,,,land use,Water and Wastewater
Lee County,Reservoirs,,,land use;physical infrastructure,Water and Wastewater
Lee County,Channel water from impervious to pervious areas.,,,physical infrastructure,Water and Wastewater
Lee County,Reinforce existing infrastructure.,,,physical infrastructure,Water and Wastewater
Lee County,Increase stormwater management capacity.,,,Physical infrastructure ,Water and Wastewater
Lee County,Comprehensive planning,,,planning,Water and Wastewater
Lee County,Consider climate change in water supply planning,,,planning,Water and Wastewater
Lee County,Engage in drought preparedness planning.,,,planning,Water and Wastewater
Lee County,Build climate-friendly landscaping into codes and educate homeowners.,,,policy,Water and Wastewater
Lee County,Change ordinances that require vegetation such as turf grass.,,,policy,Water and Wastewater
Lee County,Maintain drinking water standards. +,,,policy,Water and Wastewater
Lee County,Require County use of climate-friendly landscaping.,,,policy,Water and Wastewater
Lee County,Agricultural water reuse.,,,practice and behavior,Water and Wastewater
Lee County,Control fertilizer use. +,,,practice and behavior,Water and Wastewater
Lee County,Control invasive exotic species.,,,practice and behavior,Water and Wastewater
Lee County,Create redundancy in water supply.,,,practice and behavior,Water and Wastewater
Lee County,Improved system of retaining rainwater.,,,practice and behavior,Water and Wastewater
Lee County,Minimize use of potable water for irrigation. +,,,practice and behavior,Water and Wastewater
Lee County,Protect groundwater sources. +,,,practice and behavior,Water and Wastewater
Lee County,Replace irrigation with water reuse on public lands.,,,practice and behavior,Water and Wastewater
Lee County,Use and encourage use of cisterns/rain barrels.,,,practice and behavior,Water and Wastewater
Lee County,Use native plants in landscaping. +,,,practice and behavior,Water and Wastewater
Lee County,Use of grey water for irrigation.,,,practice and behavior,Water and Wastewater
Lee County,Use of reclaimed water for irrigation. +,,,practice and behavior,Water and Wastewater
Lee County,Use secondary water from treatment plants for irrigation.,,,practice and behavior,Water and Wastewater
Lee County,Improve water distribution systems and leak detection and management.,,,"practice and behavior, physical infrastructure",Water and Wastewater
Lee County,Encourage composting and mulching to reduce irrigation.,,,practice and behavior;water conservation,Water and Wastewater
Lee County,Identify alternative water sources.,,,research and monitoring,Water and Wastewater
Lee County,Capture digester gases from wastewater reclamation plants and use them to produce electricity,,,technology,Water and Wastewater
Lee County,Desalinization,,,technology,Water and Wastewater
Lee County,Install rainfall sensors to reduce automatic irrigation.,,,technology,Water and Wastewater
Lee County,Conservation,,,Water conservation,Water and Wastewater
Lee County,"Require the state, county, and municipal governments throughout Florida to develop and maintain a local climate change adaptation plan, to provide a framework for assessing vulnerability, identifying risks, defining and quantifying the value of the built environment that is at risk (see attachment on Quantifying Value at Risk), and identifying and implementing effective adaptation measures at each jurisdictional level (i.e., state, county, municipality, and individual facility).",,,planning,
Lee County,"State, regional, and local governments and modal partners in Florida should work cooperatively to identify and evaluate transportation infrastructure at risk and to coordinate adaptation efforts for infrastructure immediately landward of coastal high hazard areas or to provide emergency evacuation routes for coastal populations.",,,research and monitoring;capacity building,
Lewes,"Assess and review opportunities for continuing education courses offered by FEMA’s Emergency Management Institute (EMI), including courses on flood plain management and the NFIP’s Community Rating System",,,capacity building,Not specified
Lewes,Create regular communications between the Planning Commission and the Mitigation Planning Team either in the form of post‐meeting email updates or in the actual attendance of key meetings by representative members of the groups.,,,capacity building,Not specified
Lewes,Establish working relationship with appropriate boards and departments that oversee the decisions and plans that require additional aquifer data.,,,capacity building,Not specified
Lewes,"Provide regular updates to the Mitigation Planning Team and Lewes Planning Commission about CRS program status, along with floodplain management, zoning code updates and mitigation activities that could assist the City to improve to the next higher class.",,,capacity building,Not specified
Lewes,"Continue work on planning, hosting, and/or attending professional development training sessions for City officials, MPT members, and others. ",,,"capacity building, education and outreach",Not specified
Lewes,"Compile a list of existing hazard mitigation materials that are currently utilized by the City for education and outreach purposes. These materials would include newsletters, fact sheets, utility inserts and brochures that have been developed for the Mitigation Planning Team activities and/or NFIP and CRS program activities.",,,education and outreach,Not specified
Lewes,"Continue the practice of issuing press releases, public statements and special announcements related to specific natural hazards (e.g., Hurricane Awareness Week). Enhance existing practice by expanding public statements to include climate change and various mitigation/adaptation strategies. Press releases can be distributed to draw the public's attention to specific activities that the City is pursuing to continue managing the process of natural hazards/climate change preparedness.",,,education and outreach,Not specified
Lewes,"Continue the practice of providing fact sheets, references and other relevant resources in Lewes City Hall.",,,education and outreach,Not specified
Lewes,Continue work to educate Lewes residents about flood issues and actions they can implement to mitigate the flood risk.,,,education and outreach,Not specified
Lewes,Create an informational event for area citizens and Lewes staff on the local aquifer and what are its real threats and what they can do to address those risks.,,,education and outreach,Not specified
Lewes,"Develop a communication and outreach program with groups such as local Homeowner’s Associations. Events aimed at specific groups can be used not only for awareness purposes, but also to obtain targeted feedback about preparedness actions and options from property owners and residents.",,,education and outreach,Not specified
Lewes,"Develop a schedule for public meetings and educational workshops related to natural hazards, climate change mitigation and adaptation. A sub‐committee of the Mitigation Planning Team could develop a list of possible topics and speakers and work with partners to schedule events and presentations. Public meetings and educational workshops can be scheduled around particular events, such as decisions about major infrastructure investments or specific weather/climate‐related events such as drought, severe coastal storms, etc.",,,education and outreach,Not specified
Lewes,"Develop an Outreach Projects Strategy (OPS), including initiating an outreach strategy team and associated written document (CRS Activity 330). This could be accomplished in partnership with the Mitigation Planning Team.",,,education and outreach,Not specified
Lewes,"Identify areas for expanding outreach opportunities. Determine which education/outreach materials should be updated to include additional natural hazard, climate change and mitigation activity information.",,,education and outreach,Not specified
Lewes,Review and update print hazard mitigation/climate adaptation reference material and resources provided by the City to the Lewes Public Library.,,,education and outreach,Not specified
Lewes,"Review current information, identify gaps/needs and update information available on the City’s website related to natural hazards, climate change, mitigation and adaptation. Information posted on the City website can be easily accessed across the community and can be revised and updated as necessary.",,,education and outreach,Not specified
Lewes,Finalize zoning code changes.,,,land use,Not specified
Lewes,Review the zoning code for additional changes with a focus on improving public safety and property protection,,,land use,Not specified
Lewes,Create model language that can be used to help ensure that aquifer information is included in plans and decisions.,,,planning,Not specified
Lewes,"Develop a coordinated education/outreach plan that meets multiple needs and purposes. For example, enhancement of separate MPT and CRS activities and products could likely be combined to serve emergency management, hazard mitigation, flood mitigation program and public safety purposes.",,,planning,Not specified
Lewes,During the current update of the comprehensive plan add the following suggested revisions or similar revisions in order to help ensure that the future update to the plan has climate change and hazard mitigation concerns fully integrated…,,,Planning,Not specified
Lewes,During the future rewrite of the plan work to fully integrate climate change and natural hazards into the plan by using the following sample language: 1) General language about Lewes as a hazard mitigation leader and preparing for future climate change impacts;2) Lewes’ climate change threat;3) Specific actions items to recommend:,,,planning,Not specified
Lewes,"During the future rewrite of the plan, wor to fully integrate climate change and natural hazards language into the plan through some or all of the following actions: 1) During the planning process including maps of potential future flood risks;2) creation of a core value around the general safety of citizens and the community with a need to plan for future threats;3) the inclusion of climate change and natural hazards data int the background information - specifically be sure to call out the impacts the community has experienced as well as the future flood threat to the community);4) include the above provided language following the mention of either the Hazard Vulnerability Study or the Flood Mitigation Plan for the City of Lewes;5) Have a highest priority recommendation be that the City enhance its zoning code to foster citizen safety throughs ome of the revisions listed in Section E below. ",,,planning,Not specified
Lewes,Ensure that aquifer information is integrated into all planning efforts. ,,,planning,Not specified
Lewes,Incorporate climate change concerns into the comprehensive plan and into future reviews of the building and zoning codes.,,,planning,Not specified
Lewes,Synthesize comments and recommendations received as a result of the City’s CRS 5‐year cycle review. ,,,Planning,Not specified
Lewes,The BPW should identify the meetings and plans for which additional aquifer infromation is required in order to better protect this resource,,,planning,Not specified
Lewes,"Review, and when appropriate, adopt the following specific suggestion for regulations that exceed the National Flood Insurance Program (NFIP) minimums. Create a freeboard standard for homes in the floodplain;Create stricter flood regulations for critical facilities;Create specific development prohibition in floodplain areas;Createa  floodplain setback;Protection of flood storage capacity;updating flood maps to include future flood risk",,,policy,Not specified
Lewes,"Continue to coordinate with local, State and Federal agencies and partners to ensure that the City’s floodplain ordinances reflect current flood hazards;consider implementation of floodplain ordinances that reflect future flood hazards – these steps will likely improve the City’s CRS rating (e.g., higher regulatory standards).",,,policy;capacity building;practice and behavior,Not specified
Lewes,Improve the City’s level of participation in the Community Rating System (CRS).,,,practice and behavior,Not specified
Lewes,Analyze indirect flood vulnerability through determining the identified infrastructure’s access route flood vulnerability.,,,research and monitoring,Not specified
Lewes,"Based upon existing data of known evacuation routes, determine the evacuation routes of greatest interest for elevation assessments. Do not select New Road, Cedar Street and Savannah Road as elevation data has already been acquired for these routes.",,,research and monitoring,Not specified
Lewes,"Based upon existing knowledge of known infrastructure, identify the infrastructure of greatest interest and priority to the community for elevation analysis.",,,research and monitoring,Not specified
Lewes,Create table of current CRS activities and scores. Develop a list of possible action items and additional activities that could improve the City’s CRS rating (see example table included at end of section).,,,research and monitoring,Not specified
Lewes,"Determine if the existing data from the Hazard Vulnerability Study for The City of Lewes, Delaware and Flood Mitigation Plan for the City of Lewes, Delaware prepared by Greenhorne & O’Mara Inc., are sufficient to conduct a full analysis of direct future flood vulnerability.",,,research and monitoring,Not specified
Lewes,Evaluate the City and the Board of Public Work (BPW) infrastructure's flood vulnerability from direct flood impacts as well as from indirect flood impacts to access routes4.,,,research and monitoring,Not specified
Lewes,"If the data is not sufficient, the City and the BPW will have to acquire additional data through a registered professional surveying company.",,,research and monitoring,Not specified
Lewes,Research other community best practices that could enhance the City’s CRS rating.,,,research and monitoring,Not specified
Lewes,Use elevation data and flood sensors to determine road levels and evacuation route vulnerability.,,,research and monitoring,Not specified
Lewes,Work with DelDOT and DNREC’s Flood Mitigation Program manager to determine if any routes in Lewes are an appropriate setting for sensors3 that DelDOT may be able to put into place.,,,research and monitoring,Not specified
Lewes,Work with DNREC to select the most appropriate flood scenarios to use and then overlay those scenarios on the elevation data acquired in Step 3. ,,,research and monitoring,Not specified
Lewes,"Work with DNREC’s Flood Mitigation Program manager to have LiDAR data used to determine the road elevations of the roads of greatest interest identified in Step 1. Note: When doing an infrastructure survey, be sure to survey some road elevations in order to ground truth the LiDAR data.",,,research and monitoring,Not specified
Lewes,"Using the flood scenarios selected in Step 2, determine the infrastructure's current and future flood risk",,,research and monitoring;physical infrastructure,Not specified
Lewes,Review national best practices for integrating climate change into comprehensive planning and adopt several of these practices locally,,,research and monitoring;planning,Not specified
Lewes,"Working with the Sussex County Emergency Operations Center and DEMA, determine if the flood scenarios from Step 4 will impact current evacuation plans. In the case where evacuation plans are impeded, develop an improved plan that will allow for the safe evacuation of citizens.",,,research and monitoring;planning,Not specified
Los Angeles,Coordinate adaptation with neighboring communities beyond the City borders:,,,capacity building,
Los Angeles,"Coordination with local, regional, state and federal agencies, especially Los Angeles County (Public Works and the Department of Beaches and Harbors) and the U.S. Army Corps of Engineers",,,capacity building,
Los Angeles,"Expand partnerships in developing adaptation options, both within the City itself, as well as in the regional context;",,,capacity building,
Los Angeles,"Initiating ‘soft’ adaptation strategies, such as staff training, developing trusting relationships with community organizations, identifying and supporting local champions in government, business, and civic organizations, and building governance structures across sectors and jurisdictional boundaries to increase adaptive capacity, foster buy-­‐in, and generate the necessary institutional and political support;",,,capacity building,
Los Angeles,"Creating opportunities for periodic, meaningful public engagement that gather information about affected neighborhoods and communities’ concerns, vulnerabilities, and constraints;to educate about climate change related risks;and to jointly develop strategies that are designed to meet current and future needs. Such engagement should also offer opportunities for communities to express any concerns and needs around procedural justice and equitable burden sharing and outcomes of adaptation.",,,education and outreach,
Los Angeles,Miscellaneous,,,green infrastructure,
Los Angeles,Land Acquisition,,,land use,
Los Angeles,Managed Retreat,,,land use,
Los Angeles,Rolling Easements,,,land use,
Los Angeles,Setbacks,,,land use,
Los Angeles,Building Protection,,,physical infrastructure,
Los Angeles,Electrical Equipment,,,physical infrastructure,
Los Angeles,Elevation,,,physical infrastructure,
Los Angeles,Revetments,,,physical infrastructure,
Los Angeles,Seawalls,,,physical infrastructure,
Los Angeles,Tunnels,,,physical infrastructure,
Los Angeles,"Retention of Sand/Beach Material;groins, jetties, dune nourishment, and breakwaters",,,"physical infrastructure, green infrastructure",
Los Angeles,Consider and plan for sand-retention structures such as the groins at Will Rogers State Beach to enhance future beach stability.,,,planning,
Los Angeles,Define clear adaptation goals,,,planning,
Los Angeles,Develop clear prioritization and selection criteria for choosing among possible adaptation strategies,,,planning,
Los Angeles,Facilitate continued delivery of any opportunistic sand supplies that become available for area beaches.,,,practice and behavior,
Los Angeles,Improve or augment sand supplies / beneficial reuse of sand,,,practice and behavior,
Los Angeles,Innovative options for retention of sand / beach material,,,practice and behavior,
Los Angeles,Maintain or restore natural sand supply,,,practice and behavior,
Los Angeles,Source beach material,,,practice and behavior,
Los Angeles,Acquisition of the best available science and developing a timeline and formal strategy for periodic updates of scientific information in planning and decision-­‐making procedures;,,,research and monitoring,
Los Angeles,Annual monitoring of cliff retreat,,,research and monitoring,
Los Angeles,"Assessing and ascertaining the capacity and willingness of local government departments, agencies, commissions, and boards to integrate information on climate change and related infrastructure and social vulnerability into their planning, budgetary, and policy decisions;",,,research and monitoring,
Los Angeles,"Continue to lead and promote local, regional, state, and federal efforts to monitor and model beach conditions.",,,research and monitoring,
Los Angeles,"Document times, locations, and degree of difficulties from extreme high water levels to better determine port facility vulnerabilities and aid adaptation planning.",,,research and monitoring,
Los Angeles,"Document times, locations, and extent of cliff failures and other erosion events at San Pedro to aid in developing and planning geotechnical adaptations.",,,research and monitoring,
Los Angeles,"Document times, locations, and extent of overtopping, flooding, and erosion undermining of PCH and other geotechnical adaptations.",,,research and monitoring,
