City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Lafourche Parish,"Work with property owners in the LA 1/ US 90 area to plan for development using land use, economic development and infrastructure tools.",,,education,Housing Choices
Lafourche Parish,Strengthen regulations that ensure new mobile homes are strong enough to withstand severe weather conditions.,,,education,Housing Choices
Lafourche Parish,"Use existing federal and state programs, public-private partnerships, and incentive programs to identify and meet the housing needs of low and moderate-income residents",,,education,Housing Choices
Lafourche Parish,"Conduct a housing needs assessment to determine the amount, location, condition and cost of rental and ownership housing in Lafourche Parish Parish.",,,financing,Housing Choices
Lafourche Parish,Use the results of the housing needs assessment to quantify the gap in short-term housing need and supply.,,,financing,Housing Choices
Lafourche Parish,Design new developments to accommodate the 4% annual chance event (25 year storm). 24-hour duration should be in accordance with a total depth of 10.8 inches according to National Weather Service Technical Paper No. 40,,,green infrastructure,Infrastructure
Lafourche Parish,"Require all development to be above the peak water stage elevation for the 25-year storm, as determined in the Drainage Master Plan or the FEMA BFE, whichever is higher.",,,land use,Infrastructure
Lafourche Parish,"When possible, hire additional technical staff capable of reviewing drainage calculations.",,,land use,Infrastructure
Lafourche Parish,Provide access and signage to boat launches to help tourists find the facilities,,,land use,Infrastructure
Lafourche Parish,Implement impact fees to mitigate drainage impacts caused by a proposed development.,,,physical infrastructure,Infrastructure
Lafourche Parish,Consider establishing parish-wide setbacks along the bayou to protect the integrity of the bayou water system.,,,physical infrastructure,Infrastructure
Lafourche Parish,Actively enforce existing state and water district setbacks along the bayou,,,physical infrastructure,Infrastructure
Lafourche Parish,"Provide amenities such as food, snacks, bait, and equipment rentals at the boat launches",,,physical infrastructure,Infrastructure
Lafourche Parish,Develop comprehensive plans for potable water and sewerage and wastewater treatment.,,,physical infrastructure,Infrastructure
Lafourche Parish,Limit flow rate and volume of discharge from any proposed development to the 25- year storm pre-development rate.,,,physical infrastructure,Infrastructure
Lafourche Parish,Require proposed developments to show hydraulic calculations to the channels modeled within the Drainage Master Plan.,,,physical infrastructure,Infrastructure
Lafourche Parish,Encourage the use of large regional detention areas and reservoir banking.,,,physical infrastructure,Infrastructure
Lafourche Parish,Make a long-term commitment to fund a staff position for an Implementation Planner who is tasked with overseeing the implementation of the Comprehensive Resiliency Plan.,,,planning,Land Use
Lafourche Parish,Prioritize community-level improvements. Package them together and create a small bond program to pay for them.,,,planning,Land Use
Lafourche Parish,"Prioritize and incentivize infill development by identifying and banking properties in areas that are serviced by roads, water and sewer;through streamlining the permitting process for infill development;and by guiding development to established communities.",,,planning,Land Use
Lafourche Parish,"Collaborate with Parish communities to develop comprehensive small area plans in current or future population centers that address special areas of concern such as the need for affordable housing, the need for workforce housing, needs of underserved populations, and appropriate areas for infill development. Prepare community plans for the following areas: Port Fourchon, Galliano, Cut Off, Larose, Gheens, Lafourche Parish Crossing, Chackbay/Kraemer, Fourchon Beach Plan update.",,,planning,Land Use
Lafourche Parish,Coordinate plans for new infrastructure and services to distribute amenities evenly among the Parish population.,,,practice & behavior,Land Use
Lafourche Parish,Coordinate plans to avoid or minimize negative development impacts across jurisdictions.,,,practice & behavior,Land Use
Lafourche Parish,Create a small area plan that details the potential for creating over the long-term a Main Street environment in the US 90/LA- 308 area.,,,practice & behavior,Land Use
Lafourche Parish,Integrate adoption of development and design standards into small area planning processes.,,,practice & behavior,Land Use
Lafourche Parish,Review Capital Improvement Plan (CIP) recommendations and align CIP funding priorities with the goals of the Comprehensive Resiliency Plan,,,practice & behavior,Land Use
Lafourche Parish,"Draft agreements between cities and Parish to coordinate which areas in the region should be the focus for infill, new growth, or agricultural conservation.",,,practice & behavior,Land Use
Lafourche Parish,Adapt strategies from the Best Practices Manual and Land Use Toolkit to fit community needs. ,,,practice & behavior,Land Use
Lafourche Parish,Implement small area plans and development/design standards.,,,practice & behavior,Land Use
Lafourche Parish,"Identify suitable and developable land in the Thibodaux, Raceland and Lockport area to locate a variety of housing types, creating a balance between single and multi-family, affordable and high-end rentals, and compact and large lot detached housing",,,practice & behavior,Land Use
Lafourche Parish,"Identify locations for long-term green and open spaces, and determine whether they are candidates for restoration, conservation, recreation, agriculture, or a combination thereof. ",,,practice & behavior,Land Use
Lafourche Parish,Continue to emphasize coordination between the Parish and state agencies working on non-structural issues in Louisiana.,,,practice & behavior,Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,"Consider increasing the Parish’s capacity and amending regulatory requirements, as appropriate, to ensure that goals are met in local land use planning, building codes, flood damage prevention ordinances, and risk reduction project funding.",,,practice & behavior,Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,Inform the public about the risk of living in a flood hazard area.,,,practice & behavior,Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,Identify state funding and local financing opportunities to address identified needs and support implementation of resiliency programs.,,,practice & behavior,Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,"Adopt risk-reducing standards as outlined in the Louisiana Coastal Land Use Toolkit to increase resiliency of development,",,,practice & behavior,Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,Enact ordinances that require appropriate risk reduction standards.,,,practice & behavior,Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,Create prototype building plans in which the long-term stability of soils and water flows provides the underlying structure that is then adapted to desired housing types.,,,practice & behavior;research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Participate in existing programs at the state and federal levels oriented to environmental enhancement and land conservation.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,"Expand and provide programs including land banking and preservation, areas. Locate priority bayou-side, outside levees, farming, nature trails, birding, fishing, areas.",,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Continue to correspond closely with the media concerning hazard mitigation measures and plans.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,"Continue to provide educational brochures to libraries, schools and other public facilities including mitigation measures for all hazards including hurricanes, tornados, coastal/tropical storms, levee failure, coastal erosion, land subsidence, and saltwater intrusion.",,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Create a public awareness program for residents to help them identify the functions of their infrastructure which will allow for more informed decision-making by the community as a whole. Emphasize the important role of water and sediments in the Parish’s history and in its future.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Establish a public outreach campaign to ensure all homeowners in floodplains are aware of the various types of coverage options under the NFIP.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Establish homeowner education program on flood mitigation measures.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Provide training programs on the state and parish resiliency programs and inform the public about the non-structural options available to them.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Create private economic opportunities through infrastructure investments.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,"Plan investments in existing and future infrastructure so it can be used as the basis for other kinds of investment and economic development, resulting in public dollars leveraging private investment and growth for the Parish.",,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Develop and preserve natural lines of defense including: • Land building • marsh creation • sediment diversion • barrier island restoration • Shoreline protection,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Develop new green infrastructure that integrates into existing drainage systems for detaining and retaining stormwater.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Manage water resources through investment in waterways and water bodies to create a system of sustainable drainage infrastructure,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Encourage plans and parking lot designs which integrate stormwater infiltration.,,,research & monitoring;building codes & engineering,Resiliency and Hazard Mitigation
Lafourche Parish,Add new regulations reducing development density in flood plains,,,technology,Resiliency and Hazard Mitigation
Lafourche Parish,"Build buildings around lakes and waterways, not only for aesthetic purposes, but to provide long-term risk reduction through improved management of groundwater.",,,building codes & engineering,Resiliency and Hazard Mitigation
Lafourche Parish,Cluster land uses on naturally high areas to reduce the area vulnerable to flooding and storm surge.,,,capacity building;physical infrastructure,Resiliency and Hazard Mitigation
Lafourche Parish,"Create incentives to encourage infill and redevelopment so as not to increase the footprint of developed areas and to create more drainage and flood protection. Incentives can include a selection of methods such as a streamlined approval process for permitting, reduced permitting costs, infrastructure assistance, and other economic development mechanisms.",,,land use,Resiliency and Hazard Mitigation
Lafourche Parish,Develop outfall areas as a new kind of recreational zone. • Plan waterways and water bodies as recreational amenities.   • Introduce associated wetlands in long- term phasing in order to clean water and to provide additional habitat and amenities on protected side of levees.,,,physical infrastructure,Resiliency and Hazard Mitigation
Lafourche Parish,Follow historic settlement patterns and building types with land uses organized by elevation and hydrology from high ground to low ground.,,,physical infrastructure,Resiliency and Hazard Mitigation
Lafourche Parish,Guide future development away from hazard areas while maintaining other parish goals such as economic development and improving the quality of life,,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,Adopt the practice of elevating buildings beyond minimum required elevations to reduce the likelihood of flooding.,,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,Construct safe rooms.,,,policies,Resiliency and Hazard Mitigation
Lafourche Parish,Elevate levee and floodwall heights to further protect current structures and future construction from storm surge.,,,practice & behavior,Resiliency and Hazard Mitigation
Lafourche Parish,Elevate roads with a flood history where feasible.,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,"Elevate, acquire, or reconstruct all repetitive loss and severe repetitive loss structures in the Parish.",,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Ensure pump stations have adequate trash racks to ensure operation during a flood event.,,,building codes & engineering,Resiliency and Hazard Mitigation
Lafourche Parish,Harden infrastructure including improving and adding where necessary,,,building codes & engineering,Resiliency and Hazard Mitigation
Lafourche Parish,Provide additional pump station protection inside levee systems.,,,capacity building,Resiliency and Hazard Mitigation
Lafourche Parish,Pursue coastal protection projects to reduce land subsidence in coastal areas.,Subsidence,,education,Resiliency and Hazard Mitigation
Lafourche Parish,"Reduce the distance between storm drains and canals or detention/retention basins allowing for higher water levels, which can limit subsidence",Subsidence,Wastewater/stormwater management,financing,Resiliency and Hazard Mitigation
Lafourche Parish,Upgrade pump station capacity sizes and diversified so as to allow maintenance of water levels necessary to mitigate subsidence,Subsidence,Wastewater/stormwater management,land use,Resiliency and Hazard Mitigation
Lafourche Parish,"Where feasible, bury power lines to improve chances of maintaining power during storm events.",,,land use;practice & behavior,Resiliency and Hazard Mitigation
Lafourche Parish,Widen drainage ditches and upgrade culverts to protect current structures and future construction from flood events.,,,physical infrastructure,Resiliency and Hazard Mitigation
Lafourche Parish,Wind harden critical facilities.,,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,"Wind retrofit critical facilities, public buildings, or private buildings using window",,,policies,Resiliency and Hazard Mitigation
Lafourche Parish,"Locate aquatic facilities and other related development on elevated structures in the recreational zone, just inside of the levee.",,,policies,Resiliency and Hazard Mitigation
Lafourche Parish,"Develop a community outreach and engagement plan to involve multiple stakeholders and partners in the design, protection and performance of infrastructure.",,,practice & behavior,Resiliency and Hazard Mitigation
Lafourche Parish,Develop a decision matrix that deals with (severe) repetitive loss properties in the Parish.,,,capacity building,Resiliency and Hazard Mitigation
Lafourche Parish,In areas of new development establish and enforce standards that require development to be built on higher and more stable soils adjacent to the bayou and its distributaries.,,,financing,Resiliency and Hazard Mitigation
Lafourche Parish,"Encourage all jurisdictions continue to participate in the NFIP – the Parish, Thibodaux, Lockport, and Golden Meadow.",,,land use,Resiliency and Hazard Mitigation
Lafourche Parish,Enforce the International Building Code requirements for all new construction to strengthen buildings against high wind damage.,,,Other GHG,Resiliency and Hazard Mitigation
Lafourche Parish,Ensure that each political subdivision joins the CRS.,,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,Manage groundwater levels in developed areas to limit soil compaction and oxidation,,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,"Provide safe locations for files, records, and computer equipment.",,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,Adopt and enforce development standards aimed to ensure successful enrollment in CRS.,,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,"Continue to monitor and adapt to FEMA’s Levee Analysis and Mapping Procedures (LAMP) to ensure all levees, regardless of certification, are considered when evaluating the Parish’s risk.",,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,Ensure accurate survey points are located throughout the parish to monitor continued subsidence,Subsidence,,planning,Resiliency and Hazard Mitigation
Lafourche Parish,Establish and consolidate maps identifying hazard areas.,,,policies;land use,Resiliency and Hazard Mitigation
Lafourche Parish,Identify areas that can serve as large basins and allow for wider outfall canals within the levees. This will increase storage capacity and allow for better control of water levels.,,,practice & behavior,Resiliency and Hazard Mitigation
Lafourche Parish,"Monitor agricultural activities and encourage farming practices that reduce soil compaction and limit acceleration of subsidence and identify farm land that is beneficial for coastal protection, in addition to farming.",Subsidence,Agriculture,practice & behavior,Resiliency and Hazard Mitigation
Lafourche Parish,Implement an all-hazard warning system to ensure proper citizen notification,,,research & monitoring,Resiliency and Hazard Mitigation
Lafourche Parish,Install generators at all critical facilities.,,,research & monitoring;green infrastructure,Resiliency and Hazard Mitigation
Lafourche Parish,"Create an umbrella Economic Development Organization that coordinates the many Economic Development organizations, and interacts with state, national and international economic development initiatives.",,,capacity building,Strategic Action
Lafourche Parish,Coordinate with Parish municipalities and adjacent parishes. Create annexation and development agreements with municipalities to coordinate long-term development and the provision of services. Coordinate with Terrebonne Parish to develop service agreement,,,capacity building;policies,Strategic Action
Lafourche Parish,Explore various funding options for the completion of LA 1 to create better transportation access to Port Fourchon and use the corridor to strengthen the overall resiliency of south Lafourche Parish.,,,education,Strategic Action
Lafourche Parish,Partner with the Port Authority to support diversification of the port and airport and development of the industrial park around the airport,,,funding,Strategic Action
Lafourche Parish,Develop a parish-wide Capital Improvement Program and align CIP funding priorities with the goals of the Comprehensive Resiliency Plan.,,,policies,Strategic Action
Lafourche Parish,Prepare a small area plan for Larose,,,policies,Strategic Action
Lafourche Parish,Prepare a small area plan for the Raceland and Mathews area,,,building codes & engineering,Strategic Action
Lafourche Parish,Complete a comprehensive review and update of the subdivision ordinance to ensure that it is aligned with the comprehensive plan.,,,capacity building,Strategic Action
Lafourche Parish,Develop and adopt access management and complete streets standards for existing and new roadways.,,,conservation;land use,Strategic Action
Lafourche Parish,Certify one property through the Louisiana Economic Development certification system,,,education,Strategic Action
Lafourche Parish,Adopt the Bayou Lafourche Parish Corridor Study and the South Central Bicycle and Pedestrian Plan as part of the Comprehensive Resiliency Plan. Prepare a Bayou Trail Study and develop a pilot project to be led by the Lafourche Parish Parks and Recreation Department. Integrate the bayou plaza concept and prepare an implementation plan for a trail system and plazas.,,,education,Strategic Action
Lafourche Parish,Inventory recreational facilities in all districts. Create a shared use program to maximize services to Parish residents.,,,education,Strategic Action
Lafourche Parish,Adopt resiliency design standards for residential construction. Develop prototype plans for resilient development that can be used off the shelf by developers and residents. Include prototypes for market rate and affordable housing. Prototypes should be flexible enough to be modified with changing FEMA and NFIP standards.,,,education,Strategic Action;Land Use;Resiliency and Hazard Mitigation
Lafourche Parish,Identify a Parish staff person to correspond with DOTD on a regular basis so both agencies are apprised of big project and individual requests. The Parish representative should also serve on the MPO Technical Advisory Committee.,,,education,Transportation Connections
Lafourche Parish,"Consider a multi-use trail in Golden Meadow from Oak Ridge Community Park south, possibly following Old Louisiana Highway 1 south of the levee.",,,education;capacity building,Transportation Connections
Lafourche Parish,Encourage access easements on new development and explore retrofitting existing developments.,,,financing,Transportation Connections
Lafourche Parish,Preserve rights of way for new road when development occurs,,,financing,Transportation Connections
Lafourche Parish,"Work with the MPO to classify primary Parish roads as local, collector, or arterial",,,green infrastructure,Transportation Connections
Lafourche Parish,Acquire and/or upgrade the existing rail lines throughout the Parish to make them available for shipment of goods coming,,,green infrastructure,Transportation Connections
Lafourche Parish,Complete the construction and elevation of LA 1 to open as a future trucking system throughout the Parish with access to the nation. The Parish should continue their efforts to work with DOTD and regional planning agencies to secure the funding needed to complete this important project.,,,green infrastructure,Transportation Connections
Lafourche Parish,Connect existing facilities,,,green infrastructure;planning,Transportation Connections
Lafourche Parish,Continue to improve and build an elevated LA-1 to Port Fourchon and fund LA1 Coalition efforts.,,,land use,Transportation Connections
Lafourche Parish,Coordinate with DOTD on new interchanges and updates to existing FHWA interchanges.,,,land use,Transportation Connections
Lafourche Parish,Extend LA 3235 to connect with U.S. 90 north of Mathews to improve safety for evacuation and serve as a trucking route alternative to LA 1/Highway 308.,,,land use,Transportation Connections
Lafourche Parish,Extend the rail line from Valentine to the Port by exploring partnerships with potential shipping interests to fund this project over the long term. This is a very high-cost project and should be evaluated as to the feasibility and timing.,,,land use,Transportation Connections
Lafourche Parish,Create a plan for the Parish to fund the acquisition of Bayou-side property as it becomes available in order to create a multiuse trail along the edge of Bayou Lafourche Parish,,,land use,Transportation Connections
Lafourche Parish,Integrate land development requirements and transportation improvements by incorporating a complete streets approach at the development review stage.,,,land use,Transportation Connections
Lafourche Parish,Parish Council to Adopt the Bayou Lafourche Parish Corridor Study,,,land use,Transportation Connections
Lafourche Parish,"Work with SCPDC staff to devise a connectivity plan for the Mathews area that improves connectivity for future transportation corridors, creates a pedestrian friendly environment and serves as a complete streets and connectivity demonstration project.",,,physical infrastructure,Transportation Connections
Lafourche Parish,Adopt a local Complete Streets policy for local public roads,,,physical infrastructure,Transportation Connections
Lafourche Parish,Adopt Complete Streets standards for private subdivision roads.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Protect freight routes from encroaching local traffic and development through local access management and land use development standards.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Complete council resolutions for major highway initiatives.,,,physical infrastructure,Transportation Connections
Lafourche Parish,"Explore coordinating with Port Fourchon to provide shuttle transportation for the 2,000 dock workers. Coordinate this effort with residential service to Golden Meadow.",,,physical infrastructure,Transportation Connections
Lafourche Parish,"Identify sites for public/private partnerships;create bayou plazas and water taxi routes so locals and visitors can enjoy the Lafourche Parish culture through public docks, park areas, private rentals, local fish and produce markets, restaurants, shops and recreational facilities all located in proximity to the bayou",,,physical infrastructure,Transportation Connections
Lafourche Parish,Install ped/bike signage along pathways and promote use.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Phase transit to provide – in the long-term – a daily service to Golden Meadow.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Ongoing identification of existing roadway locations with high crash levels to study for potential access improvements.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Pursue a parish-wide transportation study.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Research similar efforts across the country and prepare a report on best practices that are appropriate for Lafourche Parish.,,,physical infrastructure,Transportation Connections
Lafourche Parish,"Review of driveway spacing requirements, turn controls and other tools for new roadways.",,,physical infrastructure,Transportation Connections
Lafourche Parish,Complete ITS improvements on LA1/LA 20/ Canal Street to synchronize lights and signage.,,,physical infrastructure,Transportation Connections
Lafourche Parish,Work with the HTMPO to plan for future road alignments that provide facilities through Lafourche Parish and adjacent parishes. Coordinate with adjacent parishes on regional road improvements and future road extensions to plan for needed future right- of-way.,,,physical infrastructure,Transportation Connections;Coordinate Effectively
Lafourche Parish,"In conjunction with HTMPO and adjacent parishes, prepare corridor preservation plans to identify and preserve right-of-way needed for future alignments.",,,physical infrastructure;land use,Transportation Connections;Coordinate Effectively
Lafourche Parish,Support initiatives to improve public facilities and access to Port Fourchon beaches,,,planning,
Laguna Woods,Adopt development standards to mitigate urban heat island effects. The urban heat island effect is a phenomenon in which temperatures in the local climate increase due to certain aspects of the built environment that retain or emit heat to a greater exten,,,planning,Average temperatures ma increase over time and extreme heat is Laguna Woods' most likely and impactful near-term climate change exposure
Laguna Woods,Update this Climate Adaptation Plan concurrent with the City's Local Hazard Mitigation Plan,,,policies;land use,"Climate adaptation is an emerging field both locally and at higher levels of government that involves a multitude of changing variables and long-term goals, policy objectives, and implementation actions. "
Laguna Woods,Conduct annual monitoring of this Climate Adaptation Plan.,,,practice & behavior,"Climate adaptation is an emerging field both locally and at higher levels of government that involves a multitude of changing variables and long-term goals, policy objectives, and implementation actions. "
Laguna Woods,"Participate in climate adaptation forums and events. Climate adaptation is an emerging field in which the City is an early leader, having developed one of the state’s first non-coastal climate adaptation plans and one of the first climate adaptation plans to use the methodology outlined in the California Adaptation Planning Guide. Representatives of the City will attend climate adaptation forums and events, whenever possible, and consider submitting session proposals to share local efforts.",,,practice & behavior,Climate change is a global problem that necessitates collaborative and integrated adaptation efforts far beyond those that the City is able to independently effectuate
Laguna Woods,Amend the Emergency Operations Plan to include a Wildfire Air Quality Annex,,,practice & behavior,"Degraded air quality is an impactful secondary effect of wildfires, which may become an icnreasing local threat as a result of climate change"
Laguna Woods,Amend the Emergency Operations Plan to include an Extreme Heat Annex.,,,practice & behavior,Extreme heat
Laguna Woods,"Support legislation that would assist communities with efforts to adapt to a changing climate. The City will consider supporting state and federal legislation that, if chaptered into law, would measurably benefit climate adaptation at the local level. The City will specifically consider supporting legislation related to energy and water reliability, affordability, and independence;climate-related emergency planning;and funding for the development and implementation of climate adaptation plans.",,,practice & behavior,"Local communities exist in an environment that is subject to state and federal laws, which could be enhanced in order to better assist with efforts to adapt to a changing climate."
Laguna Woods,"Streamline development and permitting standards and programs to encourage renewable energy technologies and energy efficiency improvements. The City will review and amend its development and permitting standards, as necessary, to alleviate regulatory impediments affecting the use or installation of renewable energy technologies and energy efficiency improvements (e.g., photovoltaic systems, weatherization). The City will also consider developing and implementing incentive programs (e.g., fee reductions/waivers, expedited processing).",,,practice & behavior;policies,"Strained energy systems are an impactful secondary effect of increased average tempreatuers and extreme heat, both of which may become increasing local threats as a result of climate change"
Laguna Woods,Develop a protocol for monitoring electricity use.,,,research & monitoring,"Strained energy systems are an impactful secondary effect of increased average tempreatuers and extreme heat, both of which may become increasing local threats as a result of climate change"
Laguna Woods,Join one or more Property Assessed Clean Energy (PACE) programs.,,,research & monitoring,"Strained energy systems are an impactful secondary effect of increased average tempreatuers and extreme heat, both of which may become increasing local threats as a result of climate change;Strained water availability compounded by reductions in annual precipitation are two of Laguna Woods' potentially impactful climate change exposures"
Laguna Woods,"Provide and facilitate public education opportunities regarding energy and water conservation, efficiency, and independence. The City will collaborate with Southern California Edison, the El Toro Water District, and other stakeholders to ensure that a broad array of opportunities for energy- and water-related education are made available to residents and businesses. The City will specifically advocate for the use of diverse media that is responsive to local demographics (e.g., print, audio/visual, and online materials available in multiple languages and optimized for older adults and individuals with access and functional needs), as well as messaging that empowers individuals to make positive change, while also",,,research & monitoring,"Strained energy systems are an impactful secondary effect of increased average tempreatuers and extreme heat, both of which may become increasing local threats as a result of climate change. Strained water availability compounded by reductions in annual precipitation are two of Laguna Woods' potentially impactful climate change exposures"
Laguna Woods,Develop and implement municipal renewable energy technology and energy efficiency improvement projects.,,,research & monitoring,"Strained energy systems are an impactful secondary effect of increased average tempreatuers and extreme heat, both of which may become increasing local threats as a result of climate change. The City's ability to provide critical emergency and non-emergency services is also threatened."
Laguna Woods,Review and amend development and permitting standards to reduce potable water consumption.,,,research & monitoring,Strained water availability compounded by reductions in annual precipitation are two of Laguna Woods' potentially impactful climate change exposures
Laguna Woods,Incorporate climate adaptation into long-range planning documents.,,,technology,The City's planning documents generally do not consider climate adaptation
Laguna Woods,"Manage the City’s urban forest and landscaping in a changing climate. The City will develop and implement an Urban Forestry Management and Landscape Master Plan to adapt the living elements of public property (e.g., street trees, parks, parkways, and medians) to potential climate change impacts. The Master Plan will include a street tree inventory and maintenance guide, water-efficient and fire-resistant plant palettes, methodology for reducing energy and water consumption, and an approach to mitigating urban heat island effects. The Master Plan will specifically consider opportunities to remove turf, retrofit irrigation systems, increase shade over asphalt areas, and enhance preventive maintenance.",,,technology,"The City's urban forest and landscaping is threatened by numerous potentially impactful climate change exposures, including increased average temperatures, extreme heat, wildfires, and strained water availability compounded by decreased annual precipitation"
Laguna Woods,Review and amend landscape and property maintenance standards to continue to mitigate the potential for wildfire propagation into developed areas.,,,capacity building,"Wildfire risk may be exacerbated in Laguna Woods to both climate change and Santa Ana Wind conditions, which have the potential to transport wildfire embers into developed areas"
Lee County,Adopt more stringent residential and commercial energy code requirements,,,capacity building;policies,Buildings and Infrastructure
Lee County,Encourage and support appropriate staff to become LEED® Accredited Professionals,,,funding,Buildings and Infrastructure
Lee County,"Conduct energy audits to understand current conditions and the potential cost savings from altering public buildings and implementing energy efficiency retrofits to existing ones. Audits should include both the structural and operational efficiencies (for example, lighting, cooling,",,,land use;capacity building,Buildings and Infrastructure
Lee County,"Establish procedures to turn off and unplug office equipment when not in use, since idle office equipment continues to use energy. +",,,planning,Buildings and Infrastructure
Lee County,Install energy-efficient exit sign lighting.,,,planning,Buildings and Infrastructure
Lee County,Institute lights-out-at-night and lights-out-when-not-in-use policies.,,,planning,Buildings and Infrastructure
Lee County,"Perform heating, cooling, and ventilation system retrofits (for example, boilers, fans, pumps, coolers, belts).",,,policies,Buildings and Infrastructure
Lee County,Promote energy conservation and green building through education campaigns targeted at residents and businesses.,,,policies,Buildings and Infrastructure
Lee County,Reduce electricity transmission and distribution through clustering of facilities within a site.,,,practice & behavior,Buildings and Infrastructure
Lee County,Require installation of energy-efficient vending machines.,,,practice & behavior;planning,Buildings and Infrastructure
Lee County,"Retain an Energy Service Company (ESCO) to analyze the potential cost savings from altering an existing building. An ESCO develops, installs, and finances projects designed to improve the energy efficiency and maintenance costs for facilities over a seven-to-20 year time period.",,,practice & behavior;research & monitoring,Buildings and Infrastructure
Lee County,"Use energy efficient lighting (for example, replace conventional incandescent bulbs with more efficient compact fluorescent bulbs).",,,building codes & engineering,Buildings and Infrastructure
Lee County,"When mainline natural gas is available switch from electric to natural gas for heating, cooling, laundry, and cooking",,,capacity building,Buildings and Infrastructure
Lee County,"Add energy efficiency as a dominant criterion in purchasing policies, including requiring the purchase of ENERGY STAR appliances. Calculate the cost/benefit of equipment price to include the energy cost of operation. EPA provides guiding principles and standards for Environmentally Preferable Purchasing (www.epa.gov/opptintr/epp). It also maintains a database of environmental products and services, along with guidelines, contract language, standards, and specifications for over 600 products and services (yosemite1.epa.gov). The Green Seal Standard and Certification (www.greenseal.org) has been issuing product standards and certifications since 1991. +",,,land use,Buildings and Infrastructure
Lee County,Automatically shut down the power to buildings after hours.,,,land use,Buildings and Infrastructure
Lee County,New facilities should not only be energy efficiency but water efficient.,,,land use,Buildings and Infrastructure
Lee County,Work with utilities to implement district heating and cooling and time-of-use or peak demand energy pricing.,,,land use,Buildings and Infrastructure
Lee County,Create a fund to finance energy-efficient housing projects that lower overall energy costs for residents,,,Other GHG,Buildings and Infrastructure
Lee County,"Establish incentives including reduced fees, licenses, and/or property taxes to promote more energy efficient practices. Offer weatherization assistance programs for lower-income residents.",,,Other GHG,Buildings and Infrastructure
Lee County,PACE program for hardening structures.,,,Other GHG,Buildings and Infrastructure
Lee County,Promote through incentives the purchase of ENERGY STAR appliances.,,,Other GHG,Buildings and Infrastructure
Lee County,Install green or reflective roofing.,,,Other GHG,Buildings and Infrastructure
Lee County,Limit the placement of county facilities and infrastructure in flood prone and storm surge areas. This can be problematic since the facilities and infrastructure should be proximate to the population.,,,Other GHG,Buildings and Infrastructure
Lee County,May have to build or modify structures to be able to function in areas with higher surface waters. ,,,Other GHG,Buildings and Infrastructure
Lee County,Increase the use of daylighting for new facilities.,,,Other GHG,Buildings and Infrastructure
Lee County,Offer weatherization assistance programs for lower-income residents.,,,Other GHG,Buildings and Infrastructure
Lee County,Encourage utilities to install energy efficient co-generation power production facilities.,,,Other GHG,Buildings and Infrastructure
Lee County,Improve water pumping efficiency including disperse solar powered systems.,,,Other GHG,Buildings and Infrastructure
Lee County,"Technology infrastructure reduces the need for driving the fleet of automobiles to property locations for valuations, meter reading, etc.",,,physical infrastructure,Buildings and Infrastructure
Lee County,"Use EPA’s combined heat and power (CHP) program (www.epa.gov/chp) that produces both electricity and steam for heating and cooling from a single power plant located near consumers. CHP systems recover heat that is normally wasted at power plants and funnels the heat into surrounding buildings, thereby reducing energy costs and GHG emissions.",,,physical infrastructure,Buildings and Infrastructure
